Simulation	T01[F1]	T01[F2]	T01[F3]	T01[F4]	T02[F1]	T02[F2]	T02[F3]	T02[F4]	T03[F1]	T03[F2]	T03[F3]	T03[F4]	T04[F1]	T04[F2]	T04[F3]	T04[F4]	T05[F1]	T05[F2]	T05[F3]	T05[F4]	T06[F1]	T06[F2]	T06[F3]	T06[F4]	T07[F1]	T07[F2]	T07[F3]	T07[F4]	T08[F1]	T08[F2]	T08[F3]	T08[F4]	T09[F1]	T09[F2]	T09[F3]	T09[F4]	T10[F1]	T10[F2]	T10[F3]	T10[F4]	T11[F1]	T11[F2]	T11[F3]	T11[F4]	T12[F1]	T12[F2]	T12[F3]	T12[F4]	T13[F1]	T13[F2]	T13[F3]	T13[F4]	T14[F1]	T14[F2]	T14[F3]	T14[F4]	T15[F1]	T15[F2]	T15[F3]	T15[F4]	T16[F1]	T16[F2]	T16[F3]	T16[F4]	T17[F1]	T17[F2]	T17[F3]	T17[F4]	T18[F1]	T18[F2]	T18[F3]	T18[F4]	T19[F1]	T19[F2]	T19[F3]	T19[F4]	T20[F1]	T20[F2]	T20[F3]	T20[F4]	T21[F1]	T21[F2]	T21[F3]	T21[F4]	T22[F1]	T22[F2]	T22[F3]	T22[F4]	T23[F1]	T23[F2]	T23[F3]	T23[F4]	T24[F1]	T24[F2]	T24[F3]	T24[F4]	T25[F1]	T25[F2]	T25[F3]	T25[F4]	T26[F1]	T26[F2]	T26[F3]	T26[F4]	T27[F1]	T27[F2]	T27[F3]	T27[F4]	T28[F1]	T28[F2]	T28[F3]	T28[F4]	T29[F1]	T29[F2]	T29[F3]	T29[F4]	T30[F1]	T30[F2]	T30[F3]	T30[F4]	Groundwater	Avg Profit	Total Orchards
629	-5.406050783	-3.216960048	-5.606034118	5.546984003	-3.167604676	0.008791181	9.762550005	-0.854832543	5.858966182	4.898090738	4.379127698	0.677820171	-0.319157468	-9.176063383	-3.102546778	-1.144301503	0.735308898	6.866713758	1.229285593	1.298266541	5.255874913	0.768585801	-1.317560864	-0.718044119	4.642054457	-7.012195823	3.230058007	-2.366586037	1.83867275	-1.417475438	2.014678478	-3.991857194	-7.412008711	-2.054074782	0.201407734	-5.417427547	-3.17162979	11.62942885	-0.804953262	-2.191917176	-0.39552991	0.480791776	2.325928017	4.153215127	4.347133799	2.329593459	-1.683755204	13.47305809	-3.57932451	-1.095269692	-0.45445603	-1.927986383	2.23405162	-3.176941243	4.289009444	1.714847635	-0.300841482	3.839704802	4.215785844	7.058609586	-12.50953349	3.71292418	-1.661082802	0.957770636	10.62217377	-0.837721232	-1.378510079	-7.044757622	7.808380896	5.934357318	-9.840140135	-9.275448476	-6.732090764	6.936101818	-3.859429713	1.3925448	-8.725184593	-2.13501139	4.035461519	7.154538387	9.096529001	-0.592039616	-4.371998648	3.208796941	-4.327450497	-6.136993728	2.17853072	4.285219075	0.437660431	10.40980586	-0.623388219	-5.178473326	-9.356005651	3.575388395	6.367578906	0.522626743	8.759197702	-0.554263977	-10.20977704	-2.864064893	-1.364314239	-11.36492738	5.449390676	-9.886993086	-5.777130663	-1.348438445	7.733112623	-6.491575877	2.825226833	1.628839396	-0.977336984	-7.073367472	1.891600337	-2.155522982	-1.594735735	-2.571759447	10.43316448	-5.332405026	4.656960095	2.407738464	936.5734642	65691.37137	139.4198922
630	-3.408059478	3.082573116	5.982081294	-6.7809093	-0.653479248	0.764476731	-2.661565244	-5.819805264	-8.537015319	-1.695743799	0.801349804	-13.62098455	-2.835707664	5.543680787	8.599444628	7.503837943	-2.059803456	3.883134425	0.131045375	-3.401651978	-1.204795316	-0.934382081	9.994968772	-3.021000624	-1.000548378	3.329890072	-0.027998083	-10.33054948	1.069315672	5.113142133	0.847313851	2.728231549	-1.495297849	-6.589460373	2.071297169	7.654515505	-1.900168508	3.766464293	-7.439311147	-3.813790679	2.222040147	-2.18298167	3.637342751	1.686986089	-4.407550991	3.081227243	-1.059291884	12.22926021	5.775024891	2.38727659	-9.17150557	-3.030944467	-3.094237149	-0.437742025	-4.563705623	-1.653761566	-4.587688148	-11.45383835	-3.62673372	9.810441732	-0.386575013	3.396246135	5.650132895	2.634822726	-3.55081141	-3.027864397	-2.191750407	0.197633244	-2.56873101	1.351565123	-6.451734304	-0.182293784	-1.400519609	10.24189472	-1.517087817	-1.69060424	5.864382982	2.337227762	-2.404590547	-4.345300794	-1.661511213	0.508258231	5.619675517	3.369638324	-0.182968769	-3.875436187	4.122067392	2.461998016	4.99558866	0.958252922	-6.615656614	3.695021868	-0.843764096	2.04425469	0.978594646	-3.230181336	4.006633162	-2.450065613	-1.085401103	1.104610339	-9.271563888	-3.946736455	0.282307826	-2.115426511	1.894502193	-7.10459888	0.34729287	-4.445671737	-2.173908055	-3.339349627	1.890130192	-4.647104442	-3.266447186	-8.789724112	-1.998175085	-4.385032356	0.71558103	3.875002861	-0.574910156	3.165000379	951.58161	65446.87337	122.0354622
631	-9.929366348	-1.576405067	-3.828883614	5.856447605	-2.939687298	-3.318318727	-0.570274918	3.911671754	0.821254327	-1.534101919	0.271342936	-3.589132561	2.464198119	-1.309467559	-4.748533744	-12.73626467	-2.419752074	-0.311119162	-2.592910308	-1.597097497	10.47933065	5.016220185	-1.097347703	8.079323375	7.338535408	4.51781667	1.437687536	-0.360639202	-0.697679875	-0.337894243	1.356993037	2.4480886	0.088066619	4.022299693	1.200390353	2.339098906	-0.2269767	5.742547693	2.115541087	-5.023136676	3.310993912	-5.109146585	-0.556160175	-7.319847625	-2.821826669	4.735865671	1.834957854	-5.749198351	5.891085684	1.026319579	-6.110740562	1.949971644	-0.935329056	3.139978307	-0.797210725	-9.227165724	5.634927501	4.748193834	-7.171530873	1.984266076	2.824337208	8.187686479	0.419573533	-11.16194539	9.881412246	7.559486179	6.226552399	-2.409253014	3.373357143	2.252221689	-3.995316887	-7.121903467	1.382530239	-4.011204363	6.726034373	-2.255275205	-0.316308287	1.045518097	2.36446524	2.04809764	-1.790119267	-2.165004146	-2.167928868	-6.809542957	4.569459595	-4.082305652	-8.575175418	4.261800482	-1.421993926	1.508394651	-1.028195682	0.257283572	5.035975525	2.399083042	-5.936442301	-5.450884487	2.506809337	0.16943484	-3.684770517	1.747032469	1.140330857	-6.540141164	-11.17931617	-10.73019814	-8.030462941	0.342540132	-3.55403691	5.971244773	3.093743863	2.920881367	-2.189906128	5.831757788	9.690046082	9.426094395	-7.262153665	-3.603991621	3.408353633	3.946097848	6.484856789	-2.315810136	958.2767454	64861.18308	98.69719714
632	-3.29993695	-5.018619299	-5.358768702	0.210342444	-3.381845951	-2.140577734	-11.42495632	8.581374288	1.369594187	-3.411615193	-8.395408988	-4.920179248	4.888803363	-4.637197852	-8.017196655	3.51600498	-0.215956848	-1.415314674	-0.936254263	1.013949737	-11.19581223	5.388665795	-5.32466352	-5.363540053	3.474524319	6.276550889	-2.383036464	5.871313214	-0.977899432	-0.59340585	-5.302687883	0.60606081	-5.71942389	-4.127183855	-10.64083338	-0.780680701	-0.811417177	4.777574539	4.991846383	-1.271861792	2.552783489	-2.391207665	6.235929728	10.25320888	5.746060014	-10.52749515	-6.067956686	8.994186521	-12.13384271	-0.339594372	3.067223728	0.011990474	4.218685329	-4.227992296	-2.536157966	13.81535053	-1.222962514	-0.011086878	-2.589616477	2.595637441	5.035040379	-4.187681675	-1.376012415	6.158788204	1.518696845	6.202635765	7.885279655	9.261481762	3.258827031	4.688142538	-6.700452566	5.481439829	-3.95188719	3.435414135	3.825158179	-3.664998114	-3.849334717	-4.003151953	2.735077441	-11.53591633	7.290569544	-9.347379208	-0.794513226	-2.570380867	5.529272556	-2.505767941	6.595334411	1.84605971	-4.9005723	1.923706234	-2.448614985	-7.919709682	-2.378786206	-2.944411635	3.398965299	1.20157592	-5.80247283	-3.483653069	8.043630123	3.6622262	-5.404069424	-2.595068812	0.947362781	-1.655805558	1.495126784	-2.803693116	-2.999863625	-7.083842754	4.856243432	-6.349198818	7.155630589	-9.808882475	-0.051487111	3.953495026	-4.008031487	6.854814291	11.12844944	-5.711482167	1.331531107	9.582086802	1010.415114	60559.77245	115.0229588
633	2.351383575	-9.692493229	1.576651136	2.870692269	-0.921387156	-1.723567455	4.271855709	-0.007800522	-4.612464449	3.703767723	-0.039523704	3.130659077	6.586771632	0.231386327	6.540440787	-1.76942381	1.298885986	3.807757472	-1.745069529	-1.676935741	0.489623293	14.02989294	-3.39283386	-6.139324731	-6.009860675	0.497801658	-3.104299112	3.417678544	2.01177728	1.946703542	-0.333252528	-4.077188004	-9.417094751	-5.165714178	-2.945943941	7.952029641	-4.86461656	-5.011968189	4.859923583	-4.53519518	2.576201559	-1.05968111	-1.613473909	-4.096069037	-1.663905775	-1.690326005	-1.415153536	-3.60207271	-3.466052431	0.520088383	-0.027034361	-7.185472856	11.90480778	3.902804104	5.395305305	2.76527784	1.561949381	-8.018777134	-3.245865906	-1.927804178	-9.435713901	2.190056174	2.775272597	-5.36511631	-0.37264354	1.261550067	11.24405621	-6.7513717	0.501306751	-7.083858584	5.611789859	-3.420060247	-10.18750795	-1.954848145	2.032955511	-6.698019067	2.49014672	6.504567959	-4.150619128	6.148148515	1.744696323	-1.451189145	0.156707782	1.943977072	-7.645934965	7.447565761	2.860442743	-2.987947892	6.170676147	-0.947241053	4.264823724	6.774616991	1.5839604	2.756451794	3.108530115	-1.232271432	-7.317550737	-1.603671419	5.85173703	-11.70905035	7.168130357	2.701617886	5.132215248	-9.667560451	1.079087249	7.49891737	-0.459089854	7.020094432	-2.404413669	-4.165741462	-1.039620768	-3.829364572	-1.007563965	12.73396296	4.48148758	-2.621942759	0.36964943	1.281369835	3.966919024	-2.025616494	955.6772443	64510.31354	132.6626345
634	-1.70324266	-2.429051995	5.938548446	-1.211759672	-2.512726188	5.913806558	6.739310622	-5.490929484	7.589757442	0.347176343	-3.439486623	-1.708767712	-1.051769927	2.914827764	1.317184418	-0.511535481	2.603955567	9.355117083	2.758590579	1.691649705	-4.569680989	-1.135179624	2.921639979	3.426488042	-0.722044185	3.585287035	2.51115799	4.57672745	0.395039394	-2.130593807	4.527667463	-4.681389034	10.40569425	-2.043622136	-3.975048363	-1.634691209	14.83077049	-5.937948823	2.406458259	1.070471108	2.324024141	-3.657410145	4.858978689	2.417831719	-9.928513169	-2.807667255	2.007706314	-0.071525318	-1.404897273	-15.30033827	-0.233559422	6.12064302	0.798678324	1.987694055	-1.167124957	-4.099519551	-3.642263412	-5.431700349	-2.859688103	-1.881591529	-3.440511525	4.9597314	-2.578426301	0.150749907	4.499523044	-5.14033854	0.403380953	-1.286711693	5.960348248	8.88649404	-3.387346864	3.970810175	-9.851625562	-4.914002717	-3.219560087	-2.47890532	-0.54083582	-3.517839015	6.399590969	-4.203291833	-1.281555593	0.467427522	-4.627380669	5.067365766	-3.08211565	-8.817560673	3.923306167	-6.98022902	-4.036003053	-1.739636958	-7.921678424	-6.964412928	6.017261744	7.403433919	6.680446267	7.520244718	-2.679484189	-3.576850295	-0.259071141	3.898945749	2.94857949	-9.308003187	3.10464859	3.898869455	-1.769559532	-6.965714693	-1.675051302	2.905521393	0.310171153	2.167690694	-0.4431374	-0.585172698	-1.323619634	8.930605054	0.462323464	-2.106974572	-5.762634873	0.626103356	2.340692133	-3.274483979	903.6184229	68498.82956	137.3428523
635	8.360112707	0.636736328	3.26800772	1.229241001	4.341563046	6.465733798	-1.691550396	-1.929612207	0.760392272	0.950794496	-8.565025231	10.21246732	-6.965215021	-0.639901255	1.200179031	-1.000873871	1.539248521	0.040702472	-5.846248667	-11.41831664	-0.022161358	-2.972757482	6.814361757	14.39418401	-2.250950973	-4.594338113	-6.186902895	-6.027188516	-6.450641863	7.494050775	-5.541824108	2.15917285	3.262682765	-3.981664364	4.777520164	5.24115421	1.131082388	1.430068009	0.894269186	-2.329331796	1.11038255	1.009521384	-1.960779766	-5.801990918	5.428135721	-2.413667325	3.431248675	-4.418292261	-0.224456517	-4.502439212	7.927985792	2.629544621	5.838315282	-1.429268127	-6.942981219	-1.169323564	3.538010818	-2.238511571	-3.969869507	1.005495838	-5.518569468	-0.805202271	0.347382092	-0.312525821	0.801936434	-3.921647784	4.506820226	-0.171641384	-8.83073131	-6.816936015	-11.97754929	-0.287319266	4.668085973	-5.422336885	-1.61075952	1.855046699	-2.584204743	-8.654674665	4.051216324	-5.758348475	-4.633090496	-8.863829285	-0.961919953	10.50976916	1.387770773	2.464592897	-4.190059928	1.671349336	-0.845374634	-0.110009144	-6.900638921	10.91747937	3.989439089	-8.95679993	-4.246406505	-6.147920915	-8.691311281	-1.778075238	7.26550161	-6.685557278	-1.145740381	6.199021651	-0.890609247	-5.757955898	-2.218532096	7.781238559	-0.502900812	-2.331387203	-4.671806149	5.462921614	-3.644567188	0.893868596	-1.116019145	2.897891211	-1.06453277	1.719905358	0.978101346	8.1782475	7.365179618	4.592690018	918.6435357	67384.45647	115.064767
636	-4.092367291	-2.573232055	-0.577325113	-4.125080407	-7.878123522	6.07037425	0.778252855	1.853646934	0.99779278	-1.252073944	-2.46494472	1.995571703	0.061888406	-15.95760465	2.705930471	-7.392057776	-2.752579451	5.372161865	-2.734692395	7.870489955	0.034967423	3.30516696	-0.106040426	-6.155366898	-1.052878723	2.535458207	-2.213869393	-4.888264537	2.189166844	-7.25581944	2.522342503	5.941191316	0.1532532	-1.032197475	-4.783390164	-5.150964856	3.354767263	-6.4537853	0.722742304	3.85540992	0.115978746	-3.624613285	2.495452613	7.267286181	-4.929469526	0.277065113	11.11372828	2.285822183	-6.461690068	3.287090957	-4.632113874	-4.702750444	-1.588125527	1.670377403	-2.980867028	3.793323934	4.535154104	-6.750253439	-1.444164217	-11.8403554	1.844045371	4.446900487	1.828415692	-4.933218956	0.519894473	-10.93586683	6.719989777	-4.822005928	-6.432163119	5.021544099	4.2943573	-0.786585286	-0.956237912	1.299628019	0.782947317	1.181455106	2.506659627	-8.283379078	1.314331889	4.80322808	-1.06448628	1.808463782	5.441527367	2.859054208	-4.4509691	-4.961354434	-1.647293419	4.629510939	-1.160669178	5.752264261	4.098855257	1.241707429	-3.50448668	-6.455581188	-10.1668787	-1.549735367	-0.826848373	-3.115565777	2.56831497	-0.687330216	-2.549678981	-5.901784301	-8.491048217	7.606734633	-0.470736139	2.464061975	5.237641335	3.614798486	1.804467738	1.130156144	1.001021266	-2.105545104	-7.376672626	8.461157084	-2.26805523	4.899175465	-1.397555321	3.783113658	-7.090799212	4.291550815	961.6611898	65022.00184	105.0688065
637	4.084289548	2.859490925	-1.028655127	2.362173179	8.65957019	-7.092957042	-1.961627975	-1.624751681	-1.193047885	4.512713926	-0.491828916	1.959814266	6.642300242	-5.348368305	4.060068686	1.459445662	-4.270780248	-7.882007663	8.703073409	-4.275780997	3.5889713	-4.662893784	1.962710851	3.309746621	-0.947612788	1.548644235	4.720980713	-0.68094689	4.35176277	11.38518355	-2.359821752	-2.520454658	9.732119036	-7.001895536	8.531716059	1.808838086	9.121415649	1.696124401	-5.367474259	-2.773334424	8.569942075	-6.560419444	1.918392396	-7.006601635	-4.940698865	-10.5967605	-9.109231731	-5.089354785	0.271428336	-4.533772545	1.512616596	-3.898516743	-6.989757792	-1.727814237	2.591938107	0.824348606	-2.317523038	-3.552234148	-2.562765336	2.194057922	6.640140986	-5.495740868	10.50029156	9.601308365	-5.218411441	0.597407967	4.420733957	-8.16617633	3.976439622	5.988346809	5.512718303	0.142779706	-0.458513533	-11.97502445	5.193629243	10.1379452	-7.32972235	-4.39308551	-6.687978475	3.460472549	-0.438076311	-6.969247053	5.360561265	3.401335498	4.484794468	-3.562546468	7.97208876	4.351210771	7.532922038	-6.296330414	-6.49384547	-2.743319178	4.853387617	1.68672525	8.126083754	-5.611796784	-2.897081166	2.891526077	-0.088943453	-9.361819549	4.470442955	-4.451800285	4.690503293	8.474788152	-6.099523481	2.784266824	7.872092862	-3.26837721	-2.679438111	-2.664997682	0.098134629	-1.538171877	5.97056302	4.646939816	-1.665934361	-2.01816227	6.770014951	2.536373071	-3.51976418	7.363731992	907.2697357	67611.91051	139.5750428
638	6.542204022	-3.474281728	1.655249745	1.334149539	-7.200510502	-7.545353174	-1.673943102	1.574181765	2.659998238	7.368305326	9.807112813	1.333462745	1.034922898	-7.609277964	7.77589798	-2.256106585	-6.093591452	-4.470216632	-6.836282611	-2.983956635	3.014590144	-2.521208227	2.653417885	-1.975425184	3.041632771	1.19018279	8.540109992	2.884457409	-1.680513769	-3.844831288	0.188317206	5.019498467	0.059215664	6.305170655	8.626880646	8.86351943	-6.570929289	-6.9924891	-7.585011721	5.206068754	0.031505227	3.413486183	6.501268148	3.936955929	-0.984734893	-1.772471219	0.866429061	2.409163266	-0.842777565	1.231475621	9.35893178	8.848309517	-2.619731128	-0.429019593	4.134119749	-7.397010922	13.01881433	10.51023602	0.358502306	-3.144524992	2.119540721	-5.193138123	2.152274996	1.286945939	-0.523706265	-1.868027896	-8.389952779	4.496767819	8.964723945	-2.285746038	-0.057241321	-4.620757997	0.155265918	-2.479571998	1.880150288	-4.977860153	-2.69821465	7.457225919	-3.421385586	0.902423039	-2.290867269	1.54360503	9.251936078	-1.348276883	6.368948221	1.662887782	-0.397397988	3.437799215	4.919423163	-3.270722032	5.972027779	2.112228572	5.034916997	-3.769591153	7.701491714	-0.001776174	-8.29424262	-7.476466298	-3.869372606	-12.14217305	-2.714606822	-8.244003654	0.916170999	8.327360749	7.520393729	-5.386026502	-2.372721434	-3.020294011	-0.074522253	-4.511442482	3.878655434	6.605559587	2.183239162	-2.771899104	4.493990541	-7.434412241	-0.421854816	-0.863352418	2.200736105	3.555586338	851.3444668	71377.17919	161.9237619
639	2.853248677	4.986486957	-2.995657328	8.43185533	2.00574554	1.423401941	-2.652269225	-3.851059517	-3.674463876	-4.733006539	17.34219423	3.360997831	5.077223881	-3.942479178	1.851057941	0.091854818	-7.780105494	11.6475128	-1.067952265	0.540669352	1.426185974	0.335676515	-2.200123933	-5.19007981	0.232744841	9.734084773	-3.863294418	-4.518042759	-4.633131117	-3.63105987	-1.896943573	-3.523010258	3.817292406	-6.627608134	-0.417243175	0.009824021	4.029979828	2.808134565	-9.882859925	-1.233685707	2.202700007	5.839034291	-1.304216526	-4.111203443	1.56285231	-0.410033734	3.300563517	3.263936961	6.994789155	-13.78195387	-6.292663844	6.566733397	-0.069783383	6.497173172	1.098048704	-6.33464222	0.724714823	-2.289538361	3.803081579	2.071266509	-3.200675443	3.342764877	-5.087214401	9.873433141	-6.209248924	1.093071602	4.562185969	2.006443935	0.174461531	-2.449225733	2.367710321	-1.894967386	-5.816322712	0.207192663	13.16985093	5.132850247	-3.628423919	-1.443049801	-7.401263829	-3.934660164	-2.600772351	0.954662364	-2.172122024	2.31952442	0.423369457	-4.569589257	-2.062190698	-0.245012027	2.8119892	14.52551124	-7.568235413	-7.705070433	5.091692711	3.717196559	-1.392488657	-9.52622776	-6.543431933	-5.435643791	-1.58197846	7.661868167	-11.08515495	7.221553306	-1.575520774	-7.512218465	1.663195159	-4.166797499	5.009286021	8.98736385	2.561830887	-2.804747606	-4.799242563	-9.382766722	7.72916382	0.784880007	-2.564135724	10.98556866	-5.574236415	7.28113256	-11.28553945	-4.255477901	878.5004343	69622.55969	143.9771772
640	-3.611662686	-3.922936618	-7.10477829	8.402739167	5.664907694	7.684503794	8.101106882	0.775780007	-12.57369876	-2.643590868	-4.620012939	-3.426734209	-4.897944629	-0.334019437	-2.748399079	0.434108004	7.350748181	0.703398734	-4.935937524	6.135678291	6.998731494	7.309395075	-4.448941052	-8.870335221	-0.708667636	-5.780563354	1.29255712	6.716080904	3.117725253	-8.375287652	4.011227489	-4.878484607	8.158293962	10.37416101	-1.766281575	2.311937958	-5.066606402	12.35158086	14.12631035	-2.20754087	-1.249217018	-0.475826599	-4.452497661	2.253872305	1.599446833	-7.685632706	-3.428799808	0.805284977	7.137742043	2.889226377	5.697209835	1.365508884	-2.595502734	7.69390583	-0.366575457	8.493636847	11.24495864	1.913667023	-3.010207117	-2.147056609	0.150993224	2.918332219	6.043532491	-1.592295468	4.775733948	-2.557662129	-2.271471173	8.32375586	3.708934486	2.66764611	5.732778311	4.502843618	-6.125457883	5.498027802	1.01323463	3.141097128	-2.972576916	-7.53374815	-4.27575767	4.179436862	-3.3359465	-0.4379889	0.748067722	6.5472579	10.07267356	-4.902432263	-3.182479143	-0.691087097	1.738655865	4.939240813	0.578789338	-5.875489116	-4.397515655	9.631327987	1.468404233	-2.100515366	-6.965464354	-1.900794953	-6.169375181	-8.325812817	10.81555963	-0.08093399	-1.751221716	7.742378116	-7.550702095	4.011352062	4.613233209	-2.394984215	-0.821412429	7.053486705	-1.490863562	-6.613293886	-2.18502745	-10.49003601	2.170157582	-6.153888702	0.812840536	1.057396755	0.145999091	1.30836919	818.0707866	73032.36576	180.9744538
641	-2.647303458	5.409130468	-3.951378049	0.470725426	-7.69560133	-6.101763821	-1.255939085	-1.683490238	-2.501604852	3.659473724	1.278349696	0.88544699	7.24242806	-5.469152499	-4.28582553	4.869498075	-7.384280936	1.77465773	4.359758862	-13.45650571	-2.841559336	5.476205275	8.462575565	-6.556358994	7.299726664	-0.349936483	0.418111555	-3.38657838	-2.091753807	-8.978624601	-4.965985557	-8.090428463	2.719788607	-3.268896362	-0.03988532	-5.13201933	6.962618152	2.181068408	6.735016413	10.94592803	-1.728905755	12.20948946	-5.70980135	5.887964393	-3.927499882	-12.38165066	0.021368675	6.500977107	-4.40922157	0.519494866	4.764713146	-0.076321556	1.819566275	-0.213956101	-4.352040249	3.873249013	1.369772972	-3.551111503	0.957812106	-3.41916378	-2.765226	3.599993269	3.187949052	0.020515722	-6.880224511	-3.451552443	-0.683639647	-9.196294443	-5.819360031	11.14293899	1.048275662	9.46031778	0.476178775	-6.318443981	6.486771634	4.034996325	-0.297981861	6.301511871	7.381084727	5.50328189	-3.285128931	-1.713545019	-7.319279698	6.446986786	-6.834341	-0.114291924	-5.068860429	1.504655622	6.374580988	-0.046716147	2.745233114	4.260716874	0.506948265	2.279864723	-3.081461926	-1.105534454	-2.300865201	-6.443793544	3.187640448	-2.314092604	-6.390366434	0.354672988	-9.781001293	8.300865102	1.026308327	4.900261198	-5.876536793	-4.180031399	-8.781297416	-2.807957984	1.435560892	-1.116446804	-0.295440157	5.962045122	6.21617003	-7.694533755	-2.129399427	5.823009308	-3.560724906	0.241287404	882.3748463	69437.55501	142.7605725
642	0.59053801	-2.156330347	-8.911443949	-6.530526876	1.830260158	4.017297328	4.796724021	2.563459277	-2.419211864	-1.96040988	0.378263667	5.993059278	4.791665375	9.138607979	2.18424812	10.20873189	3.907360137	-7.086161375	-8.630580306	-1.655711979	4.708479941	-3.832844496	3.137695789	5.091102719	-1.601171941	-12.98641205	-5.758056045	-4.800191522	-8.493507504	2.076202929	-1.392889768	0.641972944	1.897946596	4.391186833	-1.798006743	5.285840631	4.658283889	-1.462224424	-9.61995542	-5.642374158	4.041470289	-1.868157238	-2.474558651	-8.584538102	-4.537218809	7.127228975	-7.1760571	-5.350260139	5.632357597	-3.52697283	-3.52946341	4.271456897	1.917920411	3.688885272	8.296915889	-3.662941754	-5.023640394	0.90429917	2.264077067	-7.839059234	1.844249666	9.46457386	-0.191843044	0.194595959	0.785498172	4.24372822	1.872052103	4.256550372	2.578140497	-6.748205423	4.781200588	6.071668267	4.296533763	5.325776935	-9.337420464	-8.694764972	-5.961385369	3.086565435	-3.213883936	1.647695154	1.016233116	5.973790884	-8.359838128	-9.285035133	7.688089609	0.213757418	-9.948049188	-1.234440729	1.024427488	6.35003686	-3.963225484	8.14225316	8.88558507	-1.472101808	-1.206789091	5.608590841	1.375949234	4.078131616	4.448683262	-0.139603755	-12.41822958	-5.922931433	10.31213999	-0.184137952	4.715886116	-6.782366633	-0.419288427	-0.168269034	0.669807345	1.880205572	3.60915035	5.893313885	8.592684865	-0.709160194	9.097608328	-3.247722387	-1.116118282	-1.313576102	4.393694997	5.32047987	997.8307011	61538.30124	120.6562686
643	4.735394803	-2.360284459	2.26440418	-1.898710675	-6.548237476	-1.628578983	10.51798376	12.4282348	-6.629259449	13.46136549	-1.012358884	-6.221186978	0.346253143	-2.886351549	2.022377424	-10.14584863	0.818025521	7.600577248	-15.0898232	9.260938432	5.462100447	9.961907536	-6.926739748	8.371596832	3.300395471	-4.433691726	4.112062418	-0.259836745	-2.711870254	1.241015148	6.977475289	-0.822720971	-5.373955528	-0.447902146	3.328668103	13.48698507	0.229696614	7.486416178	1.130836902	8.60534297	6.014489913	-0.751402627	-1.344525085	1.632000771	-0.11810518	-1.558850719	-1.973014704	-8.888921483	2.976548845	6.071439788	0.984497472	0.124405388	1.275521775	4.587329668	2.173178181	3.650612627	0.694907118	1.32895581	-5.07727798	-5.318402723	1.428337429	-0.791180227	2.827457817	-2.434938624	0.84475063	-6.044477042	12.18512299	-0.781369062	4.306900879	4.87252966	-12.20763752	0.602395662	5.429558303	0.055803898	-0.777513761	6.617312595	1.651431948	-8.79250066	2.235633786	3.129868134	2.446220827	-3.542754697	2.709779572	2.745364152	3.503408287	0.59850761	-4.579858859	1.886733219	1.755715703	-2.093217736	0.487910678	5.026206017	2.723221164	7.966344586	-1.223118076	-5.506991921	-5.687658674	1.310434352	2.077717688	1.082502045	4.250269435	9.542486789	4.958440565	2.267801138	9.183460439	-3.139531473	1.195391608	-2.398946923	6.559397509	0.709716171	-1.211854445	4.00598745	6.732294369	2.508751203	-1.555746247	-3.724420607	4.626113116	-4.696650794	-0.33662468	-7.105183467	849.175284	71515.63212	153.1486694
644	-0.74335359	-1.045492217	2.385783792	12.36189365	3.107540309	-4.485923648	-5.251191258	3.732444048	8.552476764	0.047334367	2.828590572	-3.783475459	1.43301487	-6.140313148	-0.828735605	-5.330576301	-2.726778388	-2.089224607	7.279374599	-1.62893191	-4.507488906	-2.470345348	3.568747044	-0.301572792	-0.459615365	3.099565208	4.693269134	-2.20864296	-0.246272814	-1.102266535	-0.579960942	-0.329729915	3.101947904	1.967273206	7.282664776	-3.438872993	3.260945678	-1.84975788	0.057418249	-12.94578791	-0.705818385	-1.415568441	-2.7074489	-2.038584352	-2.322764546	1.559204757	-2.335397899	7.299604416	-9.097331762	-3.006952405	-6.026051044	-1.190098673	-4.510761797	-1.574582458	2.764420211	7.317698598	4.389827847	3.829263449	2.666530013	4.083520174	6.797181964	-3.98694396	-6.964011788	-2.61331439	-1.072173938	-0.678403378	-6.80151701	8.186216354	1.431074888	-0.692590848	-5.89086175	0.439550132	-2.359644473	7.295624018	-13.56964231	2.361503839	1.032820418	-6.61092639	2.156569958	-0.963767171	-0.84677361	10.00068784	1.146516278	-6.993708014	-0.459550247	2.775526643	-0.378895104	1.901650727	0.218392704	-6.106240153	1.523109376	-7.019838095	0.921464711	7.293339372	3.765707612	-2.213169783	8.126062155	4.039021432	4.467472434	-0.003025557	-7.329591513	-6.97727263	-2.417560816	7.192169428	0.554438382	5.112268329	-2.49593094	2.53508091	-5.021340251	-3.202714026	-0.690321252	2.681643367	1.970148087	3.272961676	7.015592456	1.225129664	4.753410816	4.38310951	-4.962756336	8.744477034	933.4879027	66587.00803	122.7312298
